partners,matched_owners,owners_confidence,cik_no_partners,form_d_partners_id,crd_no_owners,form_adv_owners_id
Jeffrey Postal,Post Jeffrey Michael,0.7109423695434969,814926,449,161670,31663
Edward Karr,Barr Edward S,0.7154690209440888,12239,629,107447,8362
Robert Leary,Bean Robert Lester,0.7365930560684698,315038,135,126679,2219
Jason Peterson,Peterson Jon C,0.6866745891436533,1352010,711,7870,1949
Alexander Starr,Alexander Steve,0.6411623071773598,1586554,595,138653,1883
Peter Blessing,Blessing Peter,0.5079899598224791,1517333,1138,285297,29144
Yoshihiko Ito,Ito Yoshihiko,0.3546002374411394,1354372,1290,140500,1292
Marc Goroff,Porosoff Marc Jeffrey,0.887130747397538,1387135,343,300898,50029
John Allen,John Aled,0.5827294054140287,1172799,134,226531,9044
James Mandel,Lindell James Martin,0.7873878343473538,1503985,276,284962,32434
Lucius Taylor,Lucius Tami Jean,0.7848297605776423,1513965,306,127701,4980
Claude Hazan,Hazan Claude Walter,0.6462406353794369,1571340,1250,166116,2570
N A Z Management,Capital Z Asset Management,0.8275613078646962,1337951,1275,159855,8335
Wellington Management Investment,Miller Investment Management,0.6295351018829485,1549676,1169,108380,9270
Jane Hager,Page Jane Bass,0.9347939289074305,352998,540,160214,7656
Rik Deitsch,,1.0,1491525,358,316652,57985
Vadim Mats,Fedin Vadim,0.9500920954339146,1162896,748,310297,53978
Lynne Segall,Mcentegart Lynne Ann,0.8744721470329393,1355848,259,107569,8669
Michael Roman,Michak Roman,0.736768534597531,1439166,773,285775,16107
Dennis Becker,Dicke Dennis F,0.8809155402527126,1447380,657,111375,24458
Tracy Moore,Dodson Stacy Moore,0.8442435480724617,1094038,1123,105650,1308
Steven Langman,Langman Michael Steven,0.6259167646327721,1533523,1155,291923,46285
Maureen Obrien,Obrien John,0.8372659401209274,1177135,628,16360,3506
Colton Melby,Ross Colby,0.9185327032811028,1442236,423,283704,30753
Thomas Ridge,Rice Thomas R,0.8192595782175006,1598981,508,318275,59856
Steven Bathgate,Bathgate Jonathan Windsor,0.8120600309341448,1389870,642,305093,51139
Alan Goldman,Goldman Jon,0.6621625282164402,1495932,274,283719,5316
J Rapp,J Pappas,0.7832729653251458,1383154,265,299387,48960
Michael Doron,Michael Sharon,0.7767193577969188,1415684,647,146366,5461
Keith White,Holt Keith Whiting,0.681047689070688,1430523,352,135659,38044
Thomas Ewing,Bator Thomas Ewing,0.5239208380462267,1219563,1226,107113,10208
Helen Kim,Kim Helen H,0.7636411714696794,1698530,150,154176,13766
John Fichthorn,Fichthorn John Aaron,0.6437234375237767,1443897,582,317039,57671
Veronica Alvarez Dowling,Perez Veronica Janet,0.9509779909652387,1020475,217,136069,9801
Scott Gottlieb,Gottlieb Scott Eric,0.5638609782761032,1626475,781,309258,53022
Steven Myers,Myers Colin Stephen,0.8281185153365803,1387135,343,319757,59903
C Hendrick,Jones C Healy,0.9619734800774059,1301991,634,299790,48316
Peter Sollenne,Song Peter,0.9228994063450414,1557340,256,134009,13274
Wellington Management Company Llp,Wellington Management Funds Holdings Llp,0.8137352229667607,1549676,1169,226715,14827
Joseph Hannan,Hagan Joseph M,0.8021538100920856,1538217,283,109587,14339
David Sgro,Sgroi Jason Michael,0.9656294529403541,1514732,666,324281,61938
Chris Mckee,Mckee Christopher P,0.7823203253409445,1315255,255,311944,54710
Alan Gerstein,Bernstein Alan,0.8949198069941711,1547895,1165,298795,48083
Larry Schafran,Lafer Barry Stuart,0.9947519427464802,1383154,265,136955,9990
Annalisa Jenkins,Jenkins Melissa Ann,0.6569200546114856,1444307,806,282707,14322
Robert Garnett,Barnett Robert,0.6348337613722103,1347078,758,291642,29614
James Li,Li James,0.6910321049423829,1417451,813,168580,31036
Alan Schwartz,Schwartz Scott Alan,0.6169937138942966,95574,709,311563,54782
Fred Tejada,Haddad Ted N,0.9238536624312091,1424864,268,319062,59298
Thomas Mika,Mike Thomas,0.7300717264438772,931059,383,305723,50965
Charles Long,Nemes Charles Louis,0.819548215136724,1522561,1145,312554,55853
John Bryan,Ellis Bryan John,0.6359660800350392,886982,100,284794,43714
Clive Harris,Parrish Clive,0.7479237537276774,1553391,1178,172833,6076
George Bajalia,Cason George Ballard,0.9045047139801486,40570,446,130556,30204
Paula Martin,Martin Paul A,0.7032400556064312,1605024,596,297464,47147
Daniel Crawford,Crawford Daniel Paul,0.5366213869718871,1580262,289,109515,3617
B Parshall,Marshall Paul R,0.9508914297918488,1662524,382,160885,14153
Robert Glass,Glass Robert A,0.4763192082168898,1403570,623,304370,50488
Laurion Capital Management Lp,Moon Capital Management Lp,0.5997660277981867,1340766,1280,156460,2529
Ira Grenspan,Greenspan David Gerald,0.875387939814576,1624326,298,164751,10467
Mark Borman,Berk Norman Mark,0.8356325475951357,1388319,641,119670,9810
Michael Dunn,Dunn Michael Sean,0.6492844507695574,1164964,250,130913,4415
N A P Capital Advisors,Kr Capital Advisors,0.7915958203684438,1135582,1216,106478,16066
Andrew Foster,Foster Andrew Ray,0.6216570781942368,738214,443,122298,39411
Trinda Blackmore,Blackmon Katherine L,0.8681557958899342,1272848,1245,162633,12364
Willian Brown,Brown Don William,0.6438629349261485,1544035,1161,117222,18817
Jude Blake,May Blake W,0.848356111631039,802257,678,118896,27
Peter Budko,Budko Peter Mitchell,0.6767732794313691,1568832,592,172197,10872
James Nelson,Robinson James Nelson,0.6427523995454294,1172631,749,147351,6816
Robert Ravnaas,Ravnaas Robert,0.25998279090733906,1657788,301,284911,29138
Donald Monaco,Morton Donald,0.7988952074765915,1430523,352,285152,32641
Alex Blyumkin,,1.0,1561180,1201,316652,57985
John Kennedy,Kennedy John B,0.503149712301403,1574186,506,120994,41538
T Martin,Martin Mary M,0.9219675346810823,1657788,301,152776,6825
William Tuorto,Scott William Turner,0.9521537018538959,1102392,324,166650,38154
Laura Mcgrath,Mcgrath Laura Piper,0.6416359537251176,1238497,1234,133297,9120
Ross Laser,Laser Ross,0.5624409929529436,1409506,1334,285287,15762
Themistocles Psomiadis,Themistocles Todd Matthew,0.9573010371005942,945617,607,305210,50465
Martin Oconnor,Oconnor Dennis Martin,0.6942440344885185,1510326,539,129265,34805
J Mark Goode,Goodman Mark R,0.8657097050476154,842013,160,107859,5850
Prathap Singh,Singh Prashant,0.8740213603808454,1040792,224,167947,13967
Curtis Hollister,Custard Curtis William,0.8717448507163731,1550020,366,111208,579
Nathaniel Dalton,Nall Daniel,0.7214230959123288,1547971,1167,162368,31598
Dean Skupen,,1.0,1039757,742,316652,57985
Thomas Lynch,Lynch Thomas Robert,0.6794491112330299,1341766,257,155551,11260
Miguel Nogales,Nogales Miguel Roger,0.547085993195305,1339131,1276,164371,12804
Mark Corrao,Cork,0.9413743925713485,1100779,466,166616,8385
James Palladino,Paladino James Peter,0.611725221476289,1543272,668,153809,16161
Eli Walles,Wall Warren William,0.9234627145811576,1211805,780,113075,28389
Yasushi Nagasaki,Nagai Yasushi,0.6850536440237645,1420031,348,113623,13246
James Duff,Hearon Duff James,0.7081904722555598,59860,548,285643,43918
Jeffrey Wiencke,Wieneke Jeffrey Dean,0.7764615310539452,900973,101,106940,3500
David Shapira,Shapiro David Jon,0.6369873500706685,33213,829,318714,59654
Bruce Whitmore,White Bruce David,0.8372882313465247,1487906,273,300623,49270
George Hirsch,Lusch George Henry,0.9128123228736221,1084332,321,287755,16868
John Farah Jr,Martin John Francis Jr,0.9031239316008333,1261734,332,35371,7435
Aaron Solomon,Nasstrom Sharon Solomon,0.7888405781597646,1460329,356,6082,16042
Guy Kebble,,0.9999999999999999,1452176,497,316652,57985
Michelle Pannoni,Cannon Michelle,0.6983480665607779,1496818,430,111800,12492
Alan Marshall,Marshall Allan David,0.7076504284721471,1428452,1353,164433,1714
Michael Iseman,Hartmann Michael Isaac,0.8644263428550011,1389870,642,289520,44927
Liam Jones,Jones Liam,0.6510172314923091,1428441,1351,288259,17391
Anthony Hurley,Morley Anthony James,0.8466384983850701,1086688,1204,160601,43254
Rachel Hill,Brill Rachel,0.7647383385048612,1428064,803,292914,47067
James King,King James David,0.8010382103856791,1460290,819,308454,52567
Fred Peck,Reinecke Peter Frederick,0.8527390294242144,1088312,617,324668,61925
Robert Swayman,Lyman Robert A,0.860025029225246,1460329,356,150150,9725
Ben Shealy,Cleary Shelly,0.9220399641609671,1053691,311,161608,11124
Michael Mullarkey,Mullarkey Matthew Michael,0.6355022413380017,1455206,531,143422,9530
Carl Wistreich,,1.0,1134765,624,316652,57985
Jennifer Berrent,Berrent Jennifer,0.40799771168734006,1533523,1155,291923,46285
Mark Watkins,Watkins Mary,0.6426098738664315,1314281,783,121923,1015
Jesse Watson,Watson Jesse Colin,0.648135561581986,1336185,1273,157300,11412
Fred Fiedorek,Botek Fred G,0.8933143231216947,1086688,1204,155064,6153
Roland Jacobus,Jacobus Roland Austin,0.6366769514997439,1257006,1240,162855,10364
Matthew Smith,Smith Matthew J,0.4241263996059472,1557796,370,107675,3129
Kurtis Brown,Brown Kurt M,0.657878473739523,1162324,625,106895,2666
Nancy Carlson,Carlson Nancy Ann,0.5381413112458077,1058812,1185,269937,1559
David Mosher,Davis David Morton,0.8153211773815477,1398972,1324,107158,8667
Kim Thorpe,Thorpe Ben,0.8674167528241179,40570,446,315362,56963
Steven Earles,Pottieger Steven Earl,0.8137776083363013,1534708,282,106993,7357
Itai Haboucha,Harel Ittai,0.9255372734334764,1419582,347,313693,55718
Sandra Nielsen,Nielsen John Andrew,0.9097125507035513,1512138,362,111231,12507
Lance Baller,Miller Lance,0.8558704603513319,727346,153,156482,7113
Randolph Pohlman,Palm John Randolph,0.8465554558644142,1568385,375,129489,28308
Mohit Bhansali,Bhasin Mohit,0.832949428943512,1076682,238,166699,10943
Alex Vermeulen,Vermeulen James Donald,0.9245944233896506,1084384,322,124296,31805
Andrew Wolfe,Vogelstein Andrew Wolf,0.81967606020035,1493761,691,137727,11892
Cedarview Capital Management Lp,Cedarview Capital Management,0.34082670310603713,1302848,1259,136253,12435
James Jordan,Jordan Stephen James,0.7776065687624032,1517941,1141,313907,56354
Martin Murray,Murray Martin James,0.5502653059347761,1085596,717,286403,44211
Joakim Lindblom,Lindblom Michelle E,0.8800516406820976,802257,678,122686,33558
Matthew Eby,Eby Matthew David,0.5960038392239856,791770,448,313289,55410
Peter Papilion,Parlapiano Peter John,0.9154237644625134,1393463,1358,114465,6577
Ronald Kruszewski,Kruszewski Ronald James,0.47854562938132644,720672,121,28218,14254
Carlos Kokron,,1.0,1544035,1161,316652,57985
Daniel Miller,Miller Daniel William,0.7013918313235971,1489256,586,113106,9522
Robert Elliott,Elliott Robert,0.3580628149549119,1362703,342,168426,224
Jonathan Adams,Adamson Peter Jonathan,0.6643519587892753,1580149,288,163131,12117
William Gray,Gray William Caris,0.6769307266552415,1560143,1198,106432,14640
W Speyer,W Special Lp,0.8586684665133592,1568385,375,283437,7279
Michael Golden,Golden Michael,0.46087904473286706,1442236,423,167037,40047
Steven Rickett,Puckett Steven Roy,0.8352122478972187,1565700,669,226716,41027
Emile Van Del Bol,,1.0,1098146,241,316652,57985
Leon Reed,Reed Jon,0.8929656229931318,1611277,599,146509,6044
David Luci,Redo David Lucien,0.6777248730363857,890821,166,107341,9498
Anthony Byron,Sanders Byron Anthony,0.5864460559220601,1372183,719,35971,10816
Thomas Obrien,Obrien Thomas Joseph,0.6666273938985885,1041009,785,148964,2669
Jay Rifkin,Rifkin Andrew Paul,0.862833516816595,728385,458,106238,9456
David Mccall,Mccally John David,0.7147548048377095,700764,457,175092,6458
Michael Liggett,Niggl Michael A,0.8329584794747923,1421642,1346,309305,53004
Gary Klein,Klein Gary Anton,0.684868793763976,791770,448,128166,13533
Lee Ainslie Iii,Ainslie Lee,0.6763586936959959,1525209,1150,108262,11874
Joel Mayersohn,Johnson Joel Mark,0.8352493043035161,1310527,338,171168,3954
N A Schf Gpe,,1.0,1519799,1142,316652,57985
Patrick Anderson,Anderson John Patrick,0.6835462922725464,18172,760,154177,35431
Steven Girgenti,Gillan Steven George,0.8187455407671234,1424768,771,163230,3379
Scott Larsen,Larson Scott Dennis,0.7989458766002612,1310982,199,147447,10736
Ken Tsang,Tsang Tin Ho,0.7872146093770587,1426874,527,307278,52166
J Evans,Pan Evan,0.8336712453827207,886982,100,307217,52745
Neil Levecke,Levenstein Gary Neil,0.9677456075147907,1134765,243,110816,10526
John Zeglis,Zelman Zev,0.9321810849561102,46765,681,314586,58436
Aflalo Guimaraes,Aflac,0.866636563739085,1414496,802,304316,54952
Cindy Michel,Kleiner Cindy Michelle,0.7186730677876123,1467760,812,175119,38079
Dennis Higgs,Higgins Denis Colin,0.8465423648153952,1162324,625,121596,22779
Donald Farley,Faller Donald Mark,0.8117838670152371,1028153,310,150330,4911
Bluemountain Capital Management,Red Mountain Capital Management,0.6428411918365247,1547971,1167,154236,4516
Glenn Richter,Mueller Glenn Richard,0.8741272789919458,315038,135,297822,47763
John Weinberg,Weinberg Dan,0.7657242468008318,886982,100,104751,5861
Jordan Estra,Estrada Eric,0.8148690684424921,789879,698,164537,4010
William Morrow,Morrow William Riley,0.6385984251950243,1442505,792,113309,13840
Stephanie Chrietzberg,Schwartzberg Stephanie M,0.7667090424817093,1006820,309,151715,7747
Stephen Weintraub,Weintraub Steven A,0.7545757529681474,849145,700,104677,11974
Francis Poli,Polli Kevin Francis,0.7824731365171588,1387135,343,312900,55469
Ben Plotkin,Plotkin Adam S,0.726914570165173,720672,121,106657,12307
Harriet Green,Steel Harriet Anne,0.9072198742256496,32604,687,168684,2145
Claes Dahlback,Dahlback Henrik Claes Gustaf,0.8398489827342459,886982,100,295903,46211
Frank Dellaquila,Dellaquila Paul,0.7224484014635191,32604,687,294410,46276
Keith Smith,Smith Darren Keith,0.5953697560139771,1626899,381,284266,15444
Harpreet Sangha,Mangat Harpreet Singh,0.6743188066980014,1390778,644,302098,49978
John Hatsopoulos,Panousopoulos John,0.7631838156323503,1537435,365,309412,55694
Christopher Wendel,Wenders Christopher James,0.6458079689305484,1554899,1187,289459,45398
Catherine Carroll,Carroll Caroline Esther,0.6562534373775107,1360442,481,111360,13474
Kevin Kelly,Kelly Kevin,0.27506041826873084,1519799,1142,320814,59557
Andrew Dahl,Dahl Andreas,0.7440750231817911,1101026,181,283825,3233
Christopher Miglino,Sciglitano Christopher David,0.757065675621439,1538217,283,136274,10829
David Rainey,Vines David Ray,0.7928072634417646,1106645,1309,147745,12756
Wilbur Westmoreland,Paes Wilbur,0.8680994623277701,1046057,460,161324,14994
Thomas Lee,Lee Thomas,0.5439120822729967,1088312,617,114310,2745
Louis Hanover,Hanover Louis Todd,0.6946314076437481,1300642,1253,124613,9025
Gavriel Ralbag,Gavriel Christos,0.9214709727314819,1040792,224,138839,8302
James Lafond,Rafoth James,0.8426558224708602,104819,811,106249,12773
C Parsons,C Pas,0.7406738083285955,932352,456,119480,16309
N A Gresham Advisors,Advisorshares,0.8246840844132292,1414641,1338,167384,2349
Alan Tooker,Tooker Alan John,0.6296252249152846,1372818,1306,281598,4851
Jacky Kwok,Kwok Vicki,0.8900123424707362,1426874,527,312017,54648
Doug Barnett,Barnett Douglas Elliott,0.8566070771184733,1381810,1311,281664,13943
Robert Gross,Gross Robert David,0.7022189891772818,1283950,1247,113079,13008
David Ott,Hawkins David Ott,0.7776396771414459,1413378,1337,286004,15779
Jessie Bean,Bean Jesse R,0.7849321951283577,1357671,1300,174433,2338
Diana Pessin,Messing Dina M,0.8239054671070296,1076522,237,297227,49882
David Atkinson,Atkin David N,0.563341979767605,59860,690,162793,2451
Zhifan Wu,Zhao Wen Wu,0.9064276740996592,1388311,1212,315270,57015
George Abi Chahine,Chen George,0.9657432673085315,1141772,1218,282509,29643
Brian Corby,Corby Brian Anthony,0.7283546854370778,1632849,437,289928,28947
James Riepe,James Richard H,0.9286324299681713,1397911,788,139063,31251
Nancy Thornberry,Thornberry Phillip Nathan,0.8869680263726906,1086688,1204,285181,43913
Julia Johnson,Lewis Julie Johnson,0.7549972471639745,15615,815,145594,7925
Mark Naughton,Naughton Thomas,0.8281887053288024,1464790,93,157417,3352
Joyce Erony,Gordon Joyce E,0.8450306073096395,352998,540,110885,5216
Gabriel Szpigiel,Viera Gabriel,0.9845638744546213,1300642,1253,138046,940
Peter Coniglio,Coniglio Kenneth Charles,0.9011605368367865,1006820,309,165369,20957
William Bush,Brown William Bush,0.6631662010165088,1415684,346,167555,10318
Michael Ogorman,Herman Gregory Michael,0.9476079012503755,1430523,653,108943,6923
Neal Oristano,Lotan Or,0.95482300181478,1128725,326,143800,35032
Alexandre Zyngier,Wang Alexandr,0.9801268382956804,1431959,269,323832,61894
Roderick De Greef,Koerick Deirdre Broderick,0.9345125149544803,1084384,322,162200,5977
Kim Janda Phd,Kim Jay,0.9810616187974598,850261,518,816,4144
Steven Saint Amour,Winter Steven,0.9635865067139593,1392902,210,146567,23914
Thomas Woolwine,Woolwine Thomas Conrad,0.6260421547962933,1534559,1156,145851,7129
Kevin Hart,Hartz Kevin,0.7843360596102803,1442505,792,316533,57660
Steven Paulik,Allen Paul Steven,0.7260044801977611,1419582,347,146796,4034
Scott Prince,Prince Scott Steven,0.7215254163729738,1467760,812,288321,17325
Forester Capital,Forte Capital,0.5672938622888938,1429725,1355,298540,47962
N A Cyrus Capital Partners Lp,Cyrus Capital Partners Gp,0.659096236090423,1569790,1236,136713,11561
Michael Caetano,Manos Michael,0.8225712664621612,1382231,262,164144,10049
Raymond Chess,Chan Raymond S,0.6799445501536775,1425287,350,156959,6736
Gary Little,Little Gary Robert,0.6944464651941115,1594569,1140,161509,5189
Gene Pretti,Pretti Gene Thomas,0.7747865171651506,1337951,1275,104751,5861
Jay Kesslen,Kessler Jay,0.5835157643513539,1423791,1348,311362,55610
Jack Walker,Walker Mark Jackson,0.7326273646510462,1316644,1298,104636,4276
Donna Godward,Gordon Donna Howard,0.8461421398227057,1517941,1141,110531,18735
China Gp,Chicane Gp,0.8389394176838371,1384438,801,316243,57367
William Hartman,Hartman William S,0.4743015550025989,1515740,234,113179,7190
Percy Soo Lian Chua,Tan Soo Chuen,0.9389512291991814,1139822,328,154396,4345
Paula Marshall,Marshall Paul R,0.7144916301380347,46765,681,160885,14153
Thomas Dolan,Thomas Nicholas,0.7679536106251904,99771,684,110296,4286
Marvin Slepian,Marvin Stephen D,0.9444172625829057,1269515,751,105399,5007
Jeff Mitchell,Mitchell Jeff Brian,0.560465836050313,1499717,501,171235,39686
Chris Richardson,Richards,0.7523402458052347,917523,1135,315629,57239
Stephen Pollack,Pollack Stephen Leslie,0.7081720344259932,1570314,1239,281289,42381
Samuel Young,Youn Samuel,0.5646476403190597,1272848,1245,168719,30313
Fransisco Ros,Faraco Francisco Jose,0.8821440144149038,1084384,322,287647,16819
Joseph Louro,Bell Joseph Louis,0.7677264127840336,862651,600,118233,39871
