fund,matched_fund,fund_confidence,cik_no_fund,form_d_fund_id,crd_no_fund,form_adv_fund_id
Hig Holdings,Hig Hcs Holdings,0.5927868566159877,1479577,32304,160711,
Cypresscommons,Cypress,0.7477365803076493,1819178,88454,300269,
Sta Fund I A Series Of Sajid Rahman Angel Funds,Ca Fund I A Series Of Sajid Rahman Angel Funds,0.21667077248073932,1824956,90366,311027,
Infinity Distribution,Jll Fund Vii Distribution,0.8828796192830564,1646916,25087,285186,
Sope Holdings, Holdings Soc,0.6392286791121575,1809321,80850,162351,
Mer Fund I A Series Of Moving Capital,Mer Fund I A Series Of Moving Capital,2.1073424255447017e-08,1900373,136643,322083,
Class D Segregated Portfolio Of Fort Global Offshore Fund Spc, Segregated Portfolio A Segregated Portfolio Of Sciens Real Assets Offshore Fund Spc,0.6718248833194672,1593360,54011,153584,
Levered Learning,Thl Credit Direct Lending Levered Fund Iv,0.9042091089809209,1816011,109242,150900,
Siguiri Gold,Goldiron,0.9626929797964557,1853298,108272,285239,
Carmot Therapeutics,Gmag Therapeutics Fund,0.8292250144018295,1490109,91285,313456,
Os Fund Ii A Series Of Dv Deals,Os Fund Ii A Series Of Dv Deals,0.0,1873169,119418,297291,
Pr Fund I A Series Of Climate Collective,Pr Fund I A Series Of Climate Collective,0.0,1878874,122792,297291,
San Gabriel Self Storage Partners,San Gabriel Fund,0.8260608249455227,1835216,102509,108654,9928.0
Catelyse Technology Fund,Core Technology Fund,0.675543144585506,1947371,171362,133711,12575.0
Taloflow,Reflow Fund,0.9817901639977556,1839340,99868,158301,142944.0
W A Series Of Pareta Ventures,W A Series Of Pareta Ventures,1.4901161193847656e-08,1851149,106711,307183,
Blue Ocean Capital Wealth Fund,Blue Ocean Fund,0.7456755536486951,1930468,171857,307453,142104.0
Bcm,Bcm,0.0,1876479,121276,291692,
Nexpoint Storage I Dst,Flexpoint Overage Fund Iv A,0.9692562219714382,1861610,112247,157864,
Goodtrust,Woodtiger,0.9456169040125779,1842160,101385,104942,4835.0
Global Alts Spv Ls,Global Alts Spv Ls,0.0,1924308,155927,108652,145602.0
Jenkins,Jen I,0.9772988368936171,1931657,159457,163374,
Hint,Hip,0.870146611014409,1376463,30521,298665,
Atreon Orthopedics,Ortho,0.9813724955498019,1950631,172277,164876,
Venue At Werner Park Phase Ii,Phase Five Partners,0.9939069448621901,1886901,127945,321703,
Kkr Asset Based Finance Partners,Kkr Asset Based Finance Partners,2.5809568279517847e-08,1817617,86256,146629,5714.0
Pentwater Credit Fund,Pentwater Credit Master Fund,0.42320870513639364,1790971,63513,156873,219.0
Contact Fund Ii,Drd Contact,0.893068193137115,1817065,87603,157359,12931.0
Third Lake Re Value Add Office Fund Ii,Third Lake Re Value Add Office Fund Ii,0.0,1870014,118977,299961,
Mimg Clxxv Waterstone Place,,0.9999999999999999,1832543,95089,167212,3656.0
Nationwide Private Placement Variable Account,The Prudential Insurance Company Of America Variable Contract Account Gi Mat ,0.9906482767549183,1135856,28687,105676,245.0
Chestnut Anchor Healthcare Fund Ii,Chestnut Anchor Healthcare Fund Ii,2.1073424255447017e-08,1835675,97853,309949,
Btg Pactual Strategic Capital Fund A,Btg Pactual Strategic Capital Fund A,0.0,1821015,104736,152538,7866.0
Bookclubz,,1.0,1830086,104509,167212,3656.0
Colchester Global Bond Fund,The Colchester Global Bond Fund,0.37723933220672784,1126512,62227,110985,
Khosla Ventures Vii,Khosla Ventures Vii,0.0,1828214,92401,162910,
Voyager Pacific Opportunity Fund Ii,Voyager Fund ,0.8078497104038119,1671072,107569,162440,
Strawberry Fields,Strawberry Creek Ventures Fund ,0.8470877411141006,1709761,86422,170562,
Maui Imaging,Imagine Ventures I,0.9209289336989961,1481721,107299,319413,
Air Us Life Fund Ii Offshore,Air Us Life Fund Ii,0.6256445681820393,1893156,132276,288165,141894.0
Live Oak Houston,Live Oak Master Fund,0.8358533670736693,1830157,93404,141570,
Pg Investment Holding,Feg Investment Holdings,0.732173487624216,1840312,99967,160907,
Schechter Private Capital Fund I Series Y,Schechter Private Capital Fund I Series Y,1.4901161193847656e-08,1872752,119851,289491,100117.0
Goanna Capital I,Goanna Capital I,1.4901161193847656e-08,1863219,112370,314952,
Ocean Park Ventures,Oceans Ventures I,0.7182146290766829,1483016,93215,323086,
Gem Fund,Gem Fund,0.0,1785474,57384,305382,
Global Resources Leadership,Sentient Global Resources Fund I,0.8811373837243842,1866717,117681,296269,
Pl Fund I A Series Of Gold Dragon Ventures,Fund I A Series Of Gonio Ventures,0.7705647999272868,1852545,107677,322169,
Acp Cybersecurity Fund,Acp Cyber Security Fund,0.3894772637116989,1829995,93385,298029,
Opti Opportunity Fund,Opti Opportunity Master Fund,0.45924148873951814,1735856,41874,292742,20453.0
 Coit,Coi Coinvest R Ccc,0.8135496527490916,1826778,91497,157138,
Sra Hedged Equity Portfolio E Spc,Sra Hedged Equity Portfolio,0.498926519223275,1424701,31215,144059,4309.0
Hein Park Offshore Investors,Pareto Offshoreinvest As,0.7568228994654416,1802628,75098,175303,
Fund Fg Plp A Series Of Forge Investments,Fg Plp A Series Of Forge Investments,0.19901713759579917,1780479,56256,284722,
Oha Diversified Credit Strategies Fund Parallel,Oha Diversified Credit Strategies Fund Parallel,0.0,1579835,53853,125352,2961.0
Inflexion Buyout Fund Vi No Limited Partnership,Inflexion Buyout Fund Vi No Limited Partnership,0.0,1869891,117606,162690,
Onpoint Osteocentric Funding Iii,,1.0,1834120,96124,167212,3656.0
Piggy Capital November  Spv A Series Of Stonks Spvs,Piggy Capital November  Spv A Series Of Stonks Spvs,0.0,1894265,141646,317085,
Neighborhood Finance,Nextgen Neighborhood,0.740647143539497,874312,26940,124612,
Av Fund I A Series Of Better Capital,Fund I A Series Of Gutter Capital,0.7589912550101173,1863338,112503,320795,
Maglan Distressed Fund,Maglan Distressed Master Fund,0.40619093188196687,1508049,71054,269901,
Twin Gryphon Absolute Return Fund,Twin Gryphon Absolute Performance Fund,0.6814825252259935,1854504,108671,297264,
Fa Fund Ii A Series Of Pirque,Fa Fund I A Series Of Founders First Fund,0.9671849766292617,1843984,102598,315177,
Marlin Fund Iii Limited Partnership,Marlin Fund Iii Limited Partnership,1.4901161193847656e-08,1467026,71043,137605,2167.0
Cendana Nano,Cendana Nano,0.0,1828038,94181,165555,
Abs Opportunities,Abs Opportunities,0.0,1553276,62438,127290,20202.0
Tajiri Resources,Ma Resources Fund ,0.9363992794031807,1750404,90405,106300,12052.0
Optoro, Opt,0.7330566594201485,1506618,135764,160068,
Emso Credit Opportunities Fund ,Emso Credit Opportunities Fund ,0.0,1778265,51023,139217,17177.0
Un Fund I A Series Of Moving Capital,Fund I A Series Of Moving Capital,0.38929071648880276,1923200,155302,322083,
Pulumi,Cp Puma,0.9935008659139045,1757772,93808,161657,
Green Meadow I,Green Meadow I,0.0,1818888,87730,310699,
Pruco Life Variable Contract Account Msa ,The Prudential Insurance Company Of America Variable Contract Account Gi Mat ,0.9093368621438886,1867784,123086,105676,245.0
Place Technology,Core Technology Fund,0.6673022290282441,1790434,61804,133711,12575.0
Lancaster Investor,Lancaster Investor,0.0,1844263,102962,288251,
Cypress Creek Private Strategies Tei Fund,Cypress Creek Private Strategies Onshore Fund,0.5474306638951388,1320688,29889,129346,6591.0
Makaira Investors,Makaira Investors,0.0,1403822,111883,153729,4032.0
Elmtree Us Net Lease Fund Iv B,Elmtree Us Net Lease Fund Iv B,0.0,1847132,104608,286094,
Sprout Endurance Partners,Endurance Partners,0.6539092598102558,1733657,127519,114980,7201.0
Eambient,Ambienta Ii,0.911304988971409,1897802,136032,292352,
Animal Biosciences,Lav Biosciences Fund V,0.8018247914281824,1826176,91051,300989,
Atlas Global Investments,Atlas Investment,0.662299276617268,1373876,30486,165441,5159.0
Jennison International Opportunities Fund Of The Prudential Trust Institutional Business Trust,Jennison Global Opportunity Fund Of The Prudential Trust Company Institutional Business Trust,0.4800802053534156,1771254,47201,107959,697.0
Element Wilderness Qoz Fund,Qoz I,0.8997124860297143,1832851,95273,291642,
An Fund I A Series Of Ergo Bio Community Investments,Fund I A Series Of J Angels Community Funds,0.9291684466531634,1940463,165343,292156,
G Ventures Iii,G Ventures Iii,0.0,1838940,99169,293924,
Radix Labs A Series Of Journeyone Capital Spv,Radai I A Series Of Assure Labs ,0.9807782175241472,1892424,135970,310071,
Startup Health Moonshots B,Startup Health Moonshots A,0.23196616848183862,1948942,171405,313875,
Vsr  Spv I,Vsr  Spv I,0.0,1884878,126817,316754,
Bv Capital,Bv Capital Fund Ii,0.48663604875799565,1893966,136405,160568,
Datum One,Datum One,0.0,1739961,127044,174762,141957.0
Lester Road Storage,Hfs Braun Road Storage,0.8523449084284334,1894842,136219,107978,20798.0
Av Ventures ,Avid Ventures Spv I,0.7056706907511759,1852448,110339,313538,
Pivotal Battery,Pivot Point Capital Master,0.9884904547963665,1926019,155990,154779,3136.0
Good Vibes Burgers Brews,Msa Good Burger,0.9427832442147649,1834633,96211,305170,
Crux Capital,Crux Capital,0.0,1685131,55013,284931,
Cloverlay Fund Iii,Cloverlay Fund Ii,0.2467515247825995,1919314,164998,277170,
 Hixson Pike,,0.9999999999999999,1861566,115017,167212,3656.0
Rockwood Multifamily Partners Feeder,Rockwood Multifamily Partners,0.3746572614389928,1945409,171768,156663,
Dlp Fixed Fund ,Scp Fixed Income Fund,0.9268598887328164,1826380,91235,134660,20500.0
Nationwide Private Placement Variable Account Pp,,1.0000000000000002,1804211,76680,167212,3656.0
Bridge Debt Strategies Fund Iv International,Bridge Debt Strategies Fund Iv International,2.1073424255447017e-08,1828992,93939,159127,
Define Ventures Fund Ii,Define Ventures Fund Ii,0.0,1827895,92475,299671,
Ca Fund I A Series Of Silvercircle One,Si Fund I A Series Of Soma Funds,0.9835508374676404,1939922,164960,311804,
Interest Investments,Intera Investments,0.49149799178264497,1717935,40422,318628,
Midwest Regional Bancorp,Midwest Minato,0.9189020444353521,1469139,87874,170962,
City National Bancshares Tx,Chart National,0.9893970758589576,919095,99699,307087,
Brooklyn Immunotherapeutics,,1.0,748592,26478,167212,3656.0
 Gigawatts Ai Fund A, Gigawatts Ai Fund A,0.0,1949899,172066,322340,
Bak Festivals,,1.0,1730432,110499,167212,3656.0
Garcia Hamilton Quality Aggregate Bond Fund,Garcia Hamilton Quality Aggregate Bond Fund,1.4901161193847656e-08,1781510,52755,108017,655.0
Fbv Ss A Series Of Fbv Ss,Fbv Ss A Series Of Fbv Ss,0.0,1824174,93818,171737,
Austin Center For Outpatient Surgery,,0.9999999999999999,1427074,85727,167212,3656.0
Bfg Lmi Ii,Arlon Bfg Investors Ii,0.939330245958824,1824017,90152,160635,
Ancora Catalyst Spv I Series R,Ancora Catalyst Spv I Series I,0.21628927753062027,1873413,120082,124674,3131.0
Tanium,Tanis,0.9193189474867681,1406931,91630,165626,
Alpine Meadows Apartment Reit,Great Meadows Fund,0.9179661965941642,1907389,143773,309366,
Ark Melody Lane Re,Melody Telecom Land Onshore Fund,0.959872209993606,1924698,155810,167953,
Micronotes,Microvest Ii A,0.9414621807175803,1478188,98130,153395,
Aiurlabs,,1.0,1859558,110289,167212,3656.0
Erytech Pharma Sa,,0.9999999999999999,1624422,92115,167212,3656.0
Kaoba Capital Partners,Katana Capital Partners,0.7653234945587983,1863165,112360,144882,
Agr Special Opportunities Fund I,Agr Special Opportunities Fund I,0.0,1826776,91495,160255,
Ourcrowd Investment In Cyto,Ourcrowd Investment In Cyto,1.4901161193847656e-08,1819632,87457,169475,
Workforce Software Holdings,Tap Software Holdings,0.739157644826602,1677149,64701,319179,
Private Diversifiers Portfolio Gf ,Private Diversifiers Portfolio ,0.4469903369419705,1833823,96088,159198,4363.0
Work Bench Ventures Select Fund,Work Bench Ventures I,0.5293028098543667,1922527,155293,289087,
Warren Equity Partners Fund Iii,Warren Equity Partners Fund Iii,0.0,1832815,96032,295903,
Ibd Capital Ventures Series Nerdwallet,Ibd Capital Ventures Series Nerdwallet,1.4901161193847656e-08,1885965,127616,308567,
Decasonic S A Series Of Decasonic Opportunity Fund I,Taconic Opportunity Master Fund,0.9559821306774661,1899461,136316,137295,2458.0
Del Fund I A Series Of Psychedelic Medicine Spv,Mcp Spv I A Series Of Medici Capital Partners,0.9780797964863838,1859132,110208,317585,
Emergence Capital Partners Vi,Emergence Capital Partners Vi,2.1073424255447017e-08,1858907,110656,161547,
Firework A,Firework Ventures,0.571788304174896,1825375,92620,318070,
Nutcracker Therapeutics,Nutraceutical Investco,0.8538832479104318,1741042,42405,297989,
Capitol City Rivers Edge,Edgestone Capital Equity Fund Ii,0.8817564694967601,1755633,102136,281846,
Medcare Partners,Fedcap Partners,0.7407148767348931,1807814,83323,163169,
Techstars Holdings Management,Nsc Management Holdings,0.8386702950416363,1784232,54623,170023,
Boston Partners Portfolio Trust,Precision Portfolio Partners,0.8354203242110383,1396803,59999,226656,
Skysafe,Gaingels Skysafe,0.6264196748305623,1659377,136359,317099,
F Street Appleton , Street Fund,0.9349457320583707,1948600,171242,284810,
Gallus Detox Services,,0.9999999999999999,1830866,93971,167212,3656.0
Oudjicap Ii A Series Of Oudjicap,,0.9999999999999998,1893689,132532,167212,3656.0
Apollo Neuroscience,Apollo Fund,0.986523777875089,1735427,82145,164964,
Pivotalpath,Pivotnorth Fund I,0.8515488374776224,1765263,100322,162818,
Berens Global Value Fund Qp,Berens Global Value Fund Qp,1.4901161193847656e-08,1359172,62823,111263,
Jen  Parallel Fund,Jen V Parallel Fund,0.539015774877074,1832680,96026,163374,
Pretium Platform Investment,Ft Private Investment Platform I,0.8109749787116405,1783084,53559,317825,
Asi Hark Capital Iii Parallel,Asi Hark Capital Iii Parallel,0.0,1801308,73289,139068,
Alderman Enterprises,Moser Enterprises,0.8207665286200678,1827688,92366,108275,
Parquet Capital I Cayman,Parquet Capital Master Cayman,0.45128371976936915,1715476,58059,288150,
Providence Strategic Growth Di Invest,Providence Strategic Growth Di Invest,1.4901161193847656e-08,1843101,107330,295103,146307.0
Rcp Largo Mf,Rcp Mf,0.6703288680817873,1864315,113000,290282,
Inter Atlantic Energy Capital Ventures,Inter Atlantic Fund Ii,0.8139367847325487,1870476,118679,129122,
Launch Fund ,Launch Fund ,0.0,1793756,64983,284093,
Builders Capital Opportunity Fund, Capital Opportunity Fund,0.6545754782239984,1765377,82971,174763,6427.0
Trez Capital Yield Trust Us Canadian $,Trinad Capital,0.9720652703098134,1883585,126084,172291,
Pnc Lihtc Fund ,Lihtc Fund ,0.6536762294278137,1837446,98244,286438,
Tybr Health,Healthcor Hybrid Offshore Master Fund,0.9905222456009399,1835188,96929,159101,2814.0
Solanas Energy Infrastructure Fund,Solanas Energy Infrastructure Master Fund,0.31421037706376964,1562852,54993,121767,8259.0
Elephant Partners Iv,Elephant Partners Iv,1.4901161193847656e-08,1871830,120015,282189,
Wildlife Partners Ebp C Joint Venture Wildlife Partners Ebp C,African Wildlife Holdings Partnership,0.9866897751145585,1899188,136082,291774,
Avoro Life Sciences Fund,Avoro Life Sciences Fund,0.0,1498991,32691,154091,5277.0
Ignite Capital,Drive Capital Ignition Fund I,0.7204657155667746,1834648,97842,169002,
Iul Cookd A Series Of Assure Labs ,Apty Series A A Series Of Assure Labs ,0.8868223146916977,1850644,107067,307354,
Jazd! Advisors Investment, Advisors ,0.9296410103073127,1758101,119447,301237,
Baz Fund I A Series Of Indus Valley Syndicates,Pi Fund I A Series Of Valor Venture Fund Syndicates,0.8249973814502405,1929027,159104,171740,
Avalanche Bvi,Avalanche Vc Fund Ii,0.8649443514010771,1829096,93451,315458,
Brickyard Ender Holdings,Brickyard Direct Lending Fund,0.902226695870092,1924201,155800,282125,20779.0
Mudrick Opportunity Investment Fund,Mudrick Opportunity Investment Fund,0.0,1899917,136569,161012,7821.0
Flower One Holdings,One Stone Holdings,0.8275898151143662,1754718,43458,163742,
Hildred Equity Partners Ii,Hildred Equity Partners Ii,1.0536712127723509e-08,1784501,59119,301293,
Reimann Fund,Reimagine Fund I,0.8590839868377061,1946398,172144,288031,146486.0
Satwik Mezzanine Fund Iv,Merit Mezzanine Fund Iv,0.7841456225715112,1858299,109664,156890,
Hound Partners Offshore Fund,Hound Partners Offshore Fund,0.0,1338500,55608,155551,2928.0
Uranium Royalty,Terrum Royalty Fund,0.8655353118445847,1711570,40070,107994,12149.0
Copado Holdings, Holdings,0.7913088518813477,1876607,121539,137388,2725.0
Kb Gramercy Plaza Dst,,0.9999999999999999,1872213,120019,167212,3656.0
Spring Lake Unconstrained Municipal Opportunities Fund,Spring Lake Unconstrained Municipal Opportunities Fund,1.0536712127723509e-08,1637173,96794,283750,
Roo Veterinary,Cont Veterinary Holdings,0.9792891598925808,1798720,71196,108281,315.0
Harbourvest Partners Investment Vi Aif Scsp,Harbourvest Partners Investment Vi Aif Scsp,0.0,1849600,108228,109846,4037.0
Syso,Systematica Synergy Fund,0.9320951929309117,1927035,156598,173876,142111.0
Sv Equity,Sv Equity,1.4901161193847656e-08,1808272,80497,160366,5574.0
Avalon Bioventures I,Avalon Bioventures I,1.4901161193847656e-08,1873935,120107,316674,
Fort Global Trend,Global Star Tree,0.8146760602867787,1697925,54031,166805,
Kba,Kb V,0.6658193024990924,1496909,117785,157383,92422.0
Nevada Sunrise Gold,Sunrise Be I,0.985147911956201,1415758,54827,105240,103497.0
Sonalasense,,1.0,1825955,91389,167212,3656.0
Silverton Partners Iv,Silverton Partners Iv,1.4901161193847656e-08,1585097,145938,162844,
Acadia Investors Vi,Arcadia Acc Investors,0.7346286459606425,1939583,165081,161426,
Rose Affordable Housing Preservation Fund V Reit,Rose Affordable Housing Preservation Fund,0.3873569851715371,1780259,55532,161271,
Illuminated Holdings,Leeds Illuminate I,0.8331693897128873,1791801,62655,161956,
Ys Altnotes Ii,Ys Af Ii,0.9798175408570384,1762549,70279,282487,
Tresidor Europe Credit Fund Icav,Tresidor Europe Credit Master Fund Icav,0.35086144157177934,1779419,51649,304534,
Arrowstreet International Equity Acwi Ex Us Fund A Sub Fund Of Arrowstreet Us Group Trust,Arrowstreet International Equity Acwi Ex Us Fund A Sub Fund Of Arrowstreet Us Group Trust,0.0,1573981,34579,111298,627.0
