,form_d_fund_id,cik_no_fund,fund,form_adv_fund_id,crd_no_fund,matched_fund,fund_confidence,form_adv_firm_id,crd_no_firm,matched_firm,firm_confidence,related_partners,direct_owners_firm,owners_firm_ratio,direct_owners_fund,owners_fund_ratio
130,30942,1407411,Wishbone International Partners,75715.0,283479,Wishbone International Partners,0.0,75715.0,283479,Wishbone Management,0.796,Ruane Cunniff Goldfarb Lp,Dennis Patrick Lewis,0.4,Dennis Patrick Lewis,0.4
131,30942,1407411,Wishbone International Partners,75715.0,283479,Wishbone International Partners,0.0,75715.0,283479,Wishbone Management,0.796,John Harris,The John Harris  Descendants Trust,0.489,The John Harris  Descendants Trust,0.489
132,30942,1407411,Wishbone International Partners,75715.0,283479,Wishbone International Partners,0.0,75715.0,283479,Wishbone Management,0.796,Robert Meschi,Sloyer Michael Nachum,0.471,Sloyer Michael Nachum,0.471
133,30031,1334109,Two Sigma Spectrum Cayman Fund,13512.0,137137,Two Sigma Spectrum Cayman Fund,0.0,159.0,152254,Two Sigma Advisers,0.883,James Keyes,Ramakrishna Satish,0.345,Ramakrishna Satish,0.345
134,30585,1381812,Drake Capital Partners,,136716,Drake Capital Partners,0.0,,136716,Drake Capital Advisors,0.713,Drake Capital Advisors,Lai Cathy Shumei,0.368,Lai Cathy Shumei,0.368
135,30934,1407091,Strategic Global Balanced Institutional Trust I,36.0,104862,Strategic Global Balanced Institutional Trust I,0.0,62735.0,175300,Global Strategic Investment Solutions,0.84,Kenneth Grossfield,Callaghan Donald Edward,0.244,Grossfield Kenneth Ian,0.5
136,29020,1189480,Pcm Partners International,623.0,107982,Pcm Partners International,0.0,,170219,Pcm Partners Im,0.72,Candace Weir,Pcm Partners,0.333,Weir Candace King,0.621
137,34181,1560053,Altair Global Credit Opportunities Fund C,3748.0,108559,Altair Global Credit Opportunities Fund C,0.0,,113736,Credit Suisse Global Opportunities Advisors,0.744,Robert Roskoph,,0.0,Thornton Robert Lee,0.424
138,31065,1415618,Geosphere Fund,3378.0,160088,Geosphere Fund,0.0,3378.0,160088,Geosphere Capital Management,0.719,Geosphere Capital Managment,Geosphere Holdings Lp,0.542,Geosphere Holdings Lp,0.542
139,31065,1415618,Geosphere Fund,3378.0,160088,Geosphere Fund,0.0,3378.0,160088,Geosphere Capital Management,0.719,Geosphere Gp,Geosphere Holdings Lp,0.667,Geosphere Holdings Lp,0.667
140,31504,1442329,Acadian Global Managed Volatility Equity Fund,724.0,106609,Acadian Global Managed Volatility Equity Fund,0.0,,317652,Pr Equity Fund Management,0.894,N A Acadian Asset Management,Canto Jose Ignacio,0.348,Acadian Kelp Lp,0.465
141,34182,1560056,Altair Global Credit Opportunities Fund A,4967.0,166119,Altair Global Credit Opportunities Fund A,0.0,,113736,Credit Suisse Global Opportunities Advisors,0.726,Craig Jorasch,,0.0,Keegan Michael Joseph,0.412
142,29640,1296956,Goodbody Pl Capital,4287.0,162083,Goodbody Pl Capital,0.0,,173654,Goodbody Fund Management Limited,0.757,Goodbody Pl Capital,Goodbody Stockbrokers,0.5,Dwyer Matthew Christopher,0.273
143,29640,1296956,Goodbody Pl Capital,4287.0,162083,Goodbody Pl Capital,0.0,,173654,Goodbody Fund Management Limited,0.757,John Palmer,Roche Daragh,0.435,Palmer John William,0.467
144,56613,1570314,Anchor Fund,,281289,Anchor Fund,0.0,,310081,Anchor Financial,0.788,Jeffrey Lipton,Lashells Corey Michael,0.333,Lipton Jeffrey,0.5
145,56608,1522662,Blackgold Opportunity Fund,,139804,Blackgold Opportunity Fund,0.0,,309434,Cobro Opportunity Fund Gp,0.852,Blackgold Capital Advisors Gp,Kaloudis Todd,0.286,Blackgold Capital Advisors,0.945
146,31269,1428452,Stratus Feeder,2937.0,125780,Stratus Feeder,0.0,,120648,Federal Street Advisers,0.825,Lionel Berruti,,0.0,Jordan Philippe Bruno,0.4
147,56608,1522662,Blackgold Opportunity Fund,,139804,Blackgold Opportunity Fund,0.0,,309434,Cobro Opportunity Fund Gp,0.852,Erik Dybesland,Cohen Alain,0.32,Dybesland Erik,0.643
148,29640,1296956,Goodbody Pl Capital,4287.0,162083,Goodbody Pl Capital,0.0,,173654,Goodbody Fund Management Limited,0.757,Richard Lashley,Roche Daragh,0.519,Lashley Richard J,0.5
149,56608,1522662,Blackgold Opportunity Fund,,139804,Blackgold Opportunity Fund,0.0,,309434,Cobro Opportunity Fund Gp,0.852,Lp Blackgold Gp,Kaloudis Todd,0.286,Blackgold Capital Advisors,0.537
150,28381,1094544,Advisors Hedge Fund,,122268,Advisors Hedge Fund,0.0,,111224,Hennessee Hedge Fund Advisory Group,0.728,Christine Jemison,,0.0,Jemison Christine Louise,0.585
151,30194,1350609,Tucek Partners Ii,3147.0,136245,Tucek Partners Ii,0.0,,160348,Alta Partners Ii,0.937,Lapides Asset Management,Janney Daniel Spencer,0.356,Pellegrino Francis Antoinette,0.34
152,28381,1094544,Advisors Hedge Fund,,122268,Advisors Hedge Fund,0.0,,111224,Hennessee Hedge Fund Advisory Group,0.728,Scott Swain,,0.0,Powers Susanne Marie,0.323
153,30118,1342212,Einbeita Partners,3147.0,136245,Einbeita Partners,0.0,3285.0,143598,Perella Weinberg Partners Capital Management,0.883,Lapides Asset Management,Perella Weinberg Partners Capital Management Gp,0.479,Pellegrino Francis Antoinette,0.34
154,28381,1094544,Advisors Hedge Fund,,122268,Advisors Hedge Fund,0.0,,111224,Hennessee Hedge Fund Advisory Group,0.728,Terence Sullivan,,0.0,Sullivan Terence Conway,0.462
155,39673,1706463,Verte Capital,,282508,Verte Capital,0.0,,318603,Verterent Capital,0.556,Leonard Mills,George Jared D,0.444,Mills Leonard,0.538
156,29640,1296956,Goodbody Pl Capital,4287.0,162083,Goodbody Pl Capital,0.0,,173654,Goodbody Fund Management Limited,0.757,Pl Capital Advisors,Manley Alison,0.438,Dwyer Matthew Christopher,0.364
157,56613,1570314,Anchor Fund,,281289,Anchor Fund,0.0,,310081,Anchor Financial,0.788,Stephen Pollack,Reed Cameron Stacey,0.353,Pollack Stephen Leslie,0.486
158,31269,1428452,Stratus Feeder,2937.0,125780,Stratus Feeder,0.0,,120648,Federal Street Advisers,0.825,Alan Marshall,,0.0,Laloux Laurent Marie,0.424
159,31269,1428452,Stratus Feeder,2937.0,125780,Stratus Feeder,0.0,,120648,Federal Street Advisers,0.825,Jacques Sauliere,,0.0,Sauliere Jacques Charles,0.55
160,31269,1428452,Stratus Feeder,2937.0,125780,Stratus Feeder,0.0,,120648,Federal Street Advisers,0.825,N A Cfm North America,,0.0,Ngi Strategic Australia Pty Limited,0.321
161,34182,1560056,Altair Global Credit Opportunities Fund A,4967.0,166119,Altair Global Credit Opportunities Fund A,0.0,,113736,Credit Suisse Global Opportunities Advisors,0.726,James Conn Sr,,0.0,Sayer Christopher Robert,0.378
162,29213,1228429,Outer Islands Capital,,171142,Outer Islands Capital,0.0,,171142,Outer Islands Capital Management,0.35,Outer Islands Capital Management,Maccallum David Hopper,0.259,Maccallum David Hopper,0.259
163,29213,1228429,Outer Islands Capital,,171142,Outer Islands Capital,0.0,,171142,Outer Islands Capital Management,0.35,Outer Islands Capital Gp,Maccallum David Hopper,0.304,Maccallum David Hopper,0.304
164,29404,1268493,Telemark Fund,3237.0,156770,Telemark Fund,0.0,3237.0,156770,Telemark Asset Management,0.842,Colin Mcnay,Mcnay Colin,0.455,Mcnay Colin,0.455
165,31504,1442329,Acadian Global Managed Volatility Equity Fund,724.0,106609,Acadian Global Managed Volatility Equity Fund,0.0,,317652,Pr Equity Fund Management,0.894,Ross Dowd,Canto Jose Ignacio,0.296,Dowd Ross Allen,0.417
166,31504,1442329,Acadian Global Managed Volatility Equity Fund,724.0,106609,Acadian Global Managed Volatility Equity Fund,0.0,,317652,Pr Equity Fund Management,0.894,Brendan Bradley,Canto Jose Ignacio,0.242,Bradley Brendan O'Brien,0.579
167,31504,1442329,Acadian Global Managed Volatility Equity Fund,724.0,106609,Acadian Global Managed Volatility Equity Fund,0.0,,317652,Pr Equity Fund Management,0.894,Laurent De Greef,Canto Jose Ignacio,0.353,Rana Surender S,0.452
168,29020,1189480,Pcm Partners International,623.0,107982,Pcm Partners International,0.0,,170219,Pcm Partners Im,0.72,Amelia Weir,Samii Karim,0.364,Weir Amelia Farley,0.552
169,29404,1268493,Telemark Fund,3237.0,156770,Telemark Fund,0.0,3237.0,156770,Telemark Asset Management,0.842,N A Telemark Capital,Brian Miley C,0.303,Brian Miley C,0.303
170,31504,1442329,Acadian Global Managed Volatility Equity Fund,724.0,106609,Acadian Global Managed Volatility Equity Fund,0.0,,317652,Pr Equity Fund Management,0.894,Churchill Franklin,Canto Jose Ignacio,0.222,Cohas Francois Jean,0.486
171,33941,1550970,Trend Discovery,,170082,Trend Discovery,0.0,,170082,Trend Discovery Capital Management,0.536,Trend Discovery Capital Management,Trend Discovery Holdings,0.655,Trend Discovery Holdings,0.655
172,33941,1550970,Trend Discovery,,170082,Trend Discovery,0.0,,170082,Trend Discovery Capital Management,0.536,William Hoagland,Hoagland William Bradford,0.488,Hoagland William Bradford,0.488
173,33941,1550970,Trend Discovery,,170082,Trend Discovery,0.0,,170082,Trend Discovery Capital Management,0.536,Trend Discovery Gp I,Trend Discovery Holdings,0.727,Trend Discovery Holdings,0.727
174,34181,1560053,Altair Global Credit Opportunities Fund C,3748.0,108559,Altair Global Credit Opportunities Fund C,0.0,,113736,Credit Suisse Global Opportunities Advisors,0.744,Kevin Phillip,,0.0,Gentin Nicolas Robin,0.424
175,34181,1560053,Altair Global Credit Opportunities Fund C,3748.0,108559,Altair Global Credit Opportunities Fund C,0.0,,113736,Credit Suisse Global Opportunities Advisors,0.744,Roger Hanson,,0.0,Lam Holly Hao Man,0.414
176,56608,1522662,Blackgold Opportunity Fund,,139804,Blackgold Opportunity Fund,0.0,,309434,Cobro Opportunity Fund Gp,0.852,Adam Flikerski,Kaloudis Todd,0.296,Flikerski Adam Joseph,0.514
177,30586,1382018,Bi Directional Disequilibrium Fund,3133.0,137147,Bi Directional Disequilibrium Fund,0.0,3408.0,109762,Capital Directions,0.939,John Levin,Williams John Lile,0.5,John A Levin  Separation Trust,0.5
178,30586,1382018,Bi Directional Disequilibrium Fund,3133.0,137147,Bi Directional Disequilibrium Fund,0.0,3408.0,109762,Capital Directions,0.939,Levin Capital Strategies Lp,Pritchard Nathan Scott,0.367,Levin Capital Strategies Gp,0.963
179,30586,1382018,Bi Directional Disequilibrium Fund,3133.0,137147,Bi Directional Disequilibrium Fund,0.0,3408.0,109762,Capital Directions,0.939,Lcs,Williams John Lile,0.095,Ottusch Raymond Francis,0.154
180,31269,1428452,Stratus Feeder,2937.0,125780,Stratus Feeder,0.0,,120648,Federal Street Advisers,0.825,Philippe Jordan,,0.0,Jordan Philippe Bruno,0.611
181,31269,1428452,Stratus Feeder,2937.0,125780,Stratus Feeder,0.0,,120648,Federal Street Advisers,0.825,Humphry Leue,,0.0,Laloux Laurent Marie,0.312
182,34182,1560056,Altair Global Credit Opportunities Fund A,4967.0,166119,Altair Global Credit Opportunities Fund A,0.0,,113736,Credit Suisse Global Opportunities Advisors,0.726,Charles Moore,,0.0,Sayer Christopher Robert,0.378
183,31504,1442329,Acadian Global Managed Volatility Equity Fund,724.0,106609,Acadian Global Managed Volatility Equity Fund,0.0,,317652,Pr Equity Fund Management,0.894,Mark Minichiello,Canto Jose Ignacio,0.353,Minichiello Mark Joseph,0.564
184,32420,1486371,Prism Jade Fund,20897.0,291902,Prism Jade Fund,0.0,,147911,Prism Funds,0.768,Richard Simkus,Simkus Richard Victor,0.514,Mills Steven Richard,0.412
185,31054,1414641,Gresham Low Volatility Hedged Strategies Offshore,5828.0,108668,Gresham Low Volatility Hedged Strategies Offshore,0.0,,108401,S,1.0,Joseph Simpson,Sherman Mark Douglas,0.176,Simpson Joseph Charles,0.444
186,29738,1304586,Pl Capital Focused Fund,4287.0,162083,Pl Capital Focused Fund,0.0,,152149,Capital Focus,0.702,Richard Lashley,Franklin Barbi Coleman,0.324,Lashley Richard J,0.5
187,29738,1304586,Pl Capital Focused Fund,4287.0,162083,Pl Capital Focused Fund,0.0,,152149,Capital Focus,0.702,Pl Capital Advisors,Lesslie Lori Franklin,0.3,Dwyer Matthew Christopher,0.364
188,31054,1414641,Gresham Low Volatility Hedged Strategies Offshore,5828.0,108668,Gresham Low Volatility Hedged Strategies Offshore,0.0,,108401,S,1.0,N A Gresham Advisors,Sherman Mark Douglas,0.25,Kamin Kim Alison,0.389
189,31054,1414641,Gresham Low Volatility Hedged Strategies Offshore,5828.0,108668,Gresham Low Volatility Hedged Strategies Offshore,0.0,,108401,S,1.0,Alan Kelly,Sherman Mark Douglas,0.267,Davis Kenneth Allen,0.414
190,30801,1398505,Numeric Small Cap Core Onshore Fund I,322.0,131684,Numeric Small Cap Core Onshore Fund I,0.0,,108401,S,1.0,Christopher Ancona,Sherman Mark Douglas,0.316,Ancona Christopher Robert,0.605
191,31504,1442329,Acadian Global Managed Volatility Equity Fund,724.0,106609,Acadian Global Managed Volatility Equity Fund,0.0,,317652,Pr Equity Fund Management,0.894,John Chisholm,Canto Jose Ignacio,0.323,Chisholm John Robert,0.485
192,29738,1304586,Pl Capital Focused Fund,4287.0,162083,Pl Capital Focused Fund,0.0,,152149,Capital Focus,0.702,John Palmer,Franklin Barbi Coleman,0.303,Palmer John William,0.467
193,31054,1414641,Gresham Low Volatility Hedged Strategies Offshore,5828.0,108668,Gresham Low Volatility Hedged Strategies Offshore,0.0,,108401,S,1.0,Roger Hanson,Sherman Mark Douglas,0.312,Nanney Robert Alan,0.467
194,30801,1398505,Numeric Small Cap Core Onshore Fund I,322.0,131684,Numeric Small Cap Core Onshore Fund I,0.0,,108401,S,1.0,N A Numeric Investors,Sherman Mark Douglas,0.244,Numeric Midco,0.529
195,30801,1398505,Numeric Small Cap Core Onshore Fund I,322.0,131684,Numeric Small Cap Core Onshore Fund I,0.0,,108401,S,1.0,Shanta Puchtler,Sherman Mark Douglas,0.457,Puchtler Shanta Armstrong,0.45
196,29373,1263788,Vs Asset Fund,143134.0,282521,Vs Asset Fund,0.0,,156600,Vss Fund Management,0.651,Samir Varma,Vss Capital Partners,0.323,Varma Samir,0.455
197,32509,1490162,Lakewater Total Return Opportunity Fund,,169909,Lakewater Total Return Opportunity Fund,0.0,,167650,Pathway Capital Opportunity Fund Management,0.873,N A Lakewater Total Return Equity Partners,Stratera Holdings,0.339,Klauer Gerold Felix Lothar,0.353
198,27912,1037284,Special Situations Technology Fund,5495.0,110346,Special Situations Technology Fund,0.0,,110316,Technology Funding,0.77,David Greenhouse,,0.0,Greenhouse David Michael,0.5
199,27912,1037284,Special Situations Technology Fund,5495.0,110346,Special Situations Technology Fund,0.0,,110316,Technology Funding,0.77,Sst Advisers,,0.0,Stettner Adam Charles,0.424
200,31054,1414641,Gresham Low Volatility Hedged Strategies Offshore,5828.0,108668,Gresham Low Volatility Hedged Strategies Offshore,0.0,,108401,S,1.0,Edward Neild Iv,Sherman Mark Douglas,0.229,Neild Edward Fairfax,0.457
201,29738,1304586,Pl Capital Focused Fund,4287.0,162083,Pl Capital Focused Fund,0.0,,152149,Capital Focus,0.702,Pl Capital,Lesslie Lori Franklin,0.323,Palmer John William,0.345
202,27912,1037284,Special Situations Technology Fund,5495.0,110346,Special Situations Technology Fund,0.0,,110316,Technology Funding,0.77,Austin Marxe,,0.0,Marxe Austin Wolfe,0.533
203,5059,1632849,Centerstar Fund,11897.0,289928,Centerstar Fund,0.0,,281914, Fund,0.858,George Papa,Gibson Michael Patrick,0.364,Papa George Orson,0.5
204,34490,1571334,Kayak Investment Partners Master Fund,6239.0,166116,Kayak Investment Partners Master Fund,0.0,6239.0,166116,Kayak Investment Partners,0.562,N A Kayak Investment Partners Master Gp,Hazan Claude Walter,0.379,Hazan Claude Walter,0.379
205,28910,1173363,Silver Capital Fund,992.0,111888,Silver Capital Fund,0.0,992.0,111888,Silver Capital Management,0.7,Bruce Silver,Silver Bruce Sanford,0.5,Silver Bruce Sanford,0.5
206,34155,1559068,Fiam Small Mid Cap Core Fund,10035.0,133196,Fiam Small Mid Cap Core Fund,0.0,57793.0,301958,Sp Capital Fund C,0.982,Judy Marlinski,Starkey Brittany,0.333,Marlinski Judy Anne,0.545
207,34490,1571334,Kayak Investment Partners Master Fund,6239.0,166116,Kayak Investment Partners Master Fund,0.0,6239.0,166116,Kayak Investment Partners,0.562,Claude Hazan,Hazan Claude Walter,0.516,Hazan Claude Walter,0.516
208,34490,1571334,Kayak Investment Partners Master Fund,6239.0,166116,Kayak Investment Partners Master Fund,0.0,6239.0,166116,Kayak Investment Partners,0.562,John Dagostino,Smith Daryl Ogden,0.387,Smith Daryl Ogden,0.387
209,29719,1302998,Forester Offshore,,160806,Forester Offshore,0.0,,109455,Mark Offshore Management,0.762,Thomas Parsons Jr,,0.0,Carmichael Trent Andrew,0.35
210,29719,1302998,Forester Offshore,,160806,Forester Offshore,0.0,,109455,Mark Offshore Management,0.762,David Bree,,0.0,Carmichael Trent Andrew,0.364
211,29719,1302998,Forester Offshore,,160806,Forester Offshore,0.0,,109455,Mark Offshore Management,0.762,Trent Carmichael,,0.0,Carmichael Trent Andrew,0.513
212,34490,1571334,Kayak Investment Partners Master Fund,6239.0,166116,Kayak Investment Partners Master Fund,0.0,6239.0,166116,Kayak Investment Partners,0.562,Ivana Faltysova,Hazan Claude Walter,0.412,Hazan Claude Walter,0.412
213,30801,1398505,Numeric Small Cap Core Onshore Fund I,322.0,131684,Numeric Small Cap Core Onshore Fund I,0.0,,108401,S,1.0,Eric Burl,Sherman Mark Douglas,0.276,Burl Eric Nmn,0.455
214,30801,1398505,Numeric Small Cap Core Onshore Fund I,322.0,131684,Numeric Small Cap Core Onshore Fund I,0.0,,108401,S,1.0,Michael Kasper,Sherman Mark Douglas,0.294,Kasper Michael Alexander,0.579
215,5059,1632849,Centerstar Fund,11897.0,289928,Centerstar Fund,0.0,,281914, Fund,0.858,Brian Corby,Strachman Danielle L,0.258,Corby Brian Anthony,0.533
216,30801,1398505,Numeric Small Cap Core Onshore Fund I,322.0,131684,Numeric Small Cap Core Onshore Fund I,0.0,,108401,S,1.0,Sandy Rattray,Sherman Mark Douglas,0.424,Bond Gregory Carl,0.4
217,30801,1398505,Numeric Small Cap Core Onshore Fund I,322.0,131684,Numeric Small Cap Core Onshore Fund I,0.0,,108401,S,1.0,Gregory Bond,Sherman Mark Douglas,0.25,Bond Gregory Carl,0.552
218,5059,1632849,Centerstar Fund,11897.0,289928,Centerstar Fund,0.0,,281914, Fund,0.858,Michelin Sloneker,Gibson Michael Patrick,0.41,Sloneker Michelin Aldridge,0.512
219,27912,1037284,Special Situations Technology Fund,5495.0,110346,Special Situations Technology Fund,0.0,,110316,Technology Funding,0.77,Adam Stettner,,0.0,Stettner Adam Charles,0.471
220,32196,1472885,Pvam Perlus Microcap Fund,,164504,Pvam Perlus Microcap Fund,0.0,13710.0,136165,Microcapital,1.0,Trevor Norman,Ellis Ian Peter,0.214,Lasalle David Aaron,0.312
221,30142,1344845,Scs Capital Partners Fund,3238.0,122258,Scs Capital Partners Fund,0.0,,292471,Scs Financial Partners,0.731,Peter Mattoon,Mattoon Peter Henley,0.424,Mattoon Peter Henley,0.424
222,9042,1325552,Dialectic Antithesis Partners,,292062,Dialectic Antithesis Partners,0.0,,137861,Dialectic Capital Management,0.908,Br Dialectic Capital Management,,0.0,B Riley Capital Management,0.842
223,9042,1325552,Dialectic Antithesis Partners,,292062,Dialectic Antithesis Partners,0.0,,137861,Dialectic Capital Management,0.908,B Riley Capital Management,,0.0,B Riley Capital Management,1.0
224,30909,1405546,Crescendo Partners Iii,10659.0,156726,Crescendo Partners Iii,0.0,10659.0,156726,Crescendo Advisors Ii,0.726,Crescendo Investments Iii,Rosenfeld Eric Stuart,0.304,Rosenfeld Eric Stuart,0.304
225,30909,1405546,Crescendo Partners Iii,10659.0,156726,Crescendo Partners Iii,0.0,10659.0,156726,Crescendo Advisors Ii,0.726,Crescendo Advisors Ii,Rosenfeld Eric Stuart,0.333,Rosenfeld Eric Stuart,0.333
226,30142,1344845,Scs Capital Partners Fund,3238.0,122258,Scs Capital Partners Fund,0.0,,292471,Scs Financial Partners,0.731,Joseph Mccuine,Mccuine Joseph Edward,0.4,Mccuine Joseph Edward,0.4
227,30142,1344845,Scs Capital Partners Fund,3238.0,122258,Scs Capital Partners Fund,0.0,,292471,Scs Financial Partners,0.731,N A Scs Capital Management,Scs Capital Management,0.917,Schneberger Melissa Marie,0.353
